variant,label,step,mean_reward,std_reward_across_seeds,n_seeds,n_points
full_o2o_iql,Full O2O-IQL,25718,-2.1334101132058763,0.0,1,1
full_o2o_iql,Full O2O-IQL,25766,-9.931828605402359,0.0,1,1
full_o2o_iql,Full O2O-IQL,25791,-1.1739020414816737,0.0,1,1
full_o2o_iql,Full O2O-IQL,25884,-1.2656273165806737,0.0,1,1
full_o2o_iql,Full O2O-IQL,25958,-0.0014970059880239522,0.0,1,1
full_o2o_iql,Full O2O-IQL,26049,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,26099,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,26175,-22.55513945760659,0.0,1,1
full_o2o_iql,Full O2O-IQL,26252,-0.0323770521024369,0.0,1,1
full_o2o_iql,Full O2O-IQL,26426,-3.4464938753515844,0.0,1,1
full_o2o_iql,Full O2O-IQL,26544,-10.46255844966903,0.0,1,1
full_o2o_iql,Full O2O-IQL,26741,-9.613265181478814,0.0,1,1
full_o2o_iql,Full O2O-IQL,26751,-1.6662716368392096,0.0,1,1
full_o2o_iql,Full O2O-IQL,26864,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,26966,-14.626701353288977,0.0,1,1
full_o2o_iql,Full O2O-IQL,27033,-0.09285042488224836,0.0,1,1
full_o2o_iql,Full O2O-IQL,27135,-0.10946745562130178,0.0,1,1
full_o2o_iql,Full O2O-IQL,27182,-9.86078696510072,0.0,1,1
full_o2o_iql,Full O2O-IQL,27300,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,27361,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,27458,-4.697192457446354,0.0,1,1
full_o2o_iql,Full O2O-IQL,27593,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,27633,-2.336490903877527,0.0,1,1
full_o2o_iql,Full O2O-IQL,27680,-6.058256174499861,0.0,1,1
full_o2o_iql,Full O2O-IQL,27859,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,27910,-17.089996429047318,0.0,1,1
full_o2o_iql,Full O2O-IQL,27979,-12.392271743471682,0.0,1,1
